,0
766,"Exotic Vegetables,Exotic Vegetables,Root Vegetables,Exotic Vegetables,Exotic Vegetables,Whole Spices,Sooji & Rava,Moong Dal,Other Dals,Other Dals,Sugar,Raw Rice,Boiled Rice,Besan,Other Dals,Sunflower Oils,Ready Mix,Urad Dal,Cashews,Other Dals,Cooking Sauce,Toor Dal,Other Dals,Whole Spices"
767,"Beans,Root Vegetables,Gourd & Cucumber,Whole Spices,Beans,Beans,Sooji & Rava,Jaggery,Sugar,Other Flours,Whole Spices,Phenyles & Acids,Whole Spices"
768,"Moong Dal,Toor Dal,Moong Dal,Other Dals,Sugar,Mosquito Repellent,Raisins,Almonds"
769,"Namkeen,Namkeen,Namkeen,Namkeen,Snacky Nuts,Namkeen,Namkeen,Namkeen"
770,"Other Vegetables,Root Vegetables,Raw Rice,Buns & Pavs,Chilli & Soya Sauces,Whole Spices,Other Dry Fruits,Buttermilk,Yogurt & Lassi,Whole Spices"
771,"Other Vegetables,Root Vegetables,Exotic Vegetables,Toor Dal,Beans,Gourd & Cucumber,Cashews,Other Dals"
772,"Beans,Root Vegetables,Banana,Other Dals,Other Dals,Urad Dal,Diapers & Wipes,Health Drinks,Organic F&V,Organic F&V,Agarbatti,Whole Spices,Whole Spices"
773,"Other Vegetables,Beans,Brinjals,Root Vegetables,Whole Spices,Beans,Raisins,Cashews"
774,"Other Dals,Sooji & Rava,Sugar,Sunflower Oils,Sugar,Phenyles & Acids,Raisins,Urad Dal,Cashews,Health Drinks"
775,"Moong Dal,Whole Spices,Sooji & Rava,Rice Flour,Liquid Soaps & Bars,Other Dals,Raw Rice,Other Rice Products,Urad Dal,Sugar,Maida,Ground Coffee,Avalakki / Poha,Sooji & Rava,Ghee,Whole Spices"
776,"Banana,Whole Spices,Moong Dal,Moong Dal,Other Dals,Sooji & Rava,Organic Masalas & Spices,Other Dals,Other Dals,Sugar,Toor Dal,Raw Rice,Besan,Other Dals,Urad Dal,Health Drinks,Phenyles & Acids,Other Dals,Whole Spices"
777,"Brinjals,Sooji & Rava,Sooji & Rava,Sugar,Mosquito Repellent,Avalakki / Poha,Namkeen,Toor Dal"
778,"Namkeen,Brinjals,Namkeen,Whole Spices,Sooji & Rava,Whole Spices,Moong Dal,Other Dals,Gourd & Cucumber,Sooji & Rava,Namkeen,Moong Dal,Namkeen,Namkeen,Sugar,Namkeen,Phenyles & Acids,Other Dals,Snacky Nuts,Namkeen,Other Dals,Whole Spices,Whole Spices,Toor Dal,Whole Spices,Corn Snacks"
779,"Other Dals,Organic Masalas & Spices,Organic Masalas & Spices,Organic Masalas & Spices,Basmati Rice,Organic Masalas & Spices,Ghee,Other Dals,Cooking Sauce,Toor Dal"
780,"Moong Dal,Whole Spices,Sooji & Rava,Other Dals,Raw Rice,Sugar,Other Insect Repellent,Avalakki / Poha,Hand Wash,Phenyles & Acids,Almonds,Namkeen,Regular Pasta,Namkeen"
781,"Brinjals,Root Vegetables,Beans,Health Drinks,Moong Dal,Other Dals,Jaggery,Cakes,Namkeen,Namkeen,Namkeen,Raisins,Cashews,Cream Biscuits"
782,"Other Vegetables,Beans,Gourd & Cucumber,Beans,Raw Peanuts,Gourd & Cucumber,Moong Dal,Brinjals,Boiled Rice,Cream Biscuits,Organic F&V,Other Dry Fruits,Whole Spices"
783,"Exotic Vegetables,Exotic Vegetables,Root Vegetables,Whole Spices,Whole Spices,Exotic Vegetables,Avalakki / Poha,Beans,Sunflower Oils,Other Rice Products,Brinjals,Regular Pasta,Toor Dal,Whole Spices,Powdered Spices"
784,"Root Vegetables,Toothpaste,Gourd & Cucumber,Namkeen,Gourd & Cucumber,Brinjals,Toothpaste,Health Drinks,Namkeen,Snacky Nuts"
785,"Raw Peanuts,Whole Spices,Moong Dal,Moong Dal,Whole Spices,Toor Dal,Other Dals,Sooji & Rava,Rice Flour,Other Dals,Sunflower Oils,Boiled Rice,Besan,Other Dals,Jaggery,Sugar,Whole Spices,Cashews,Other Dals,Regular Pasta,Other Dals,Other Dals"
786,"Beans,Sunflower Oils,Gourd & Cucumber,Whole Spices,Beans,Raw Rice,Cooking Paste,Organic F&V,Organic F&V"
787,"Other Vegetables,Beans,Gourd & Cucumber,Raw Peanuts,Organic F&V,Organic F&V,Organic F&V,Whole Spices,Whole Spices,Whole Spices"
788,"Ground Coffee,Whole Spices,Toor Dal,Avalakki / Poha,Raw Peanuts,Other Dals,Whole Spices,Boiled Rice,Other Rice Products,Urad Dal,Other Dals,Whole Spices"
789,"Bread,Other Vegetables,Root Vegetables,Moong Dal,Other Dals,Toor Dal,Raw Rice,Buns & Pavs,Other Sweets"
790,"Root Vegetables,Root Vegetables,Whole Spices,Beans,Urad Dal,Sugar,Brinjals,Other Rice Products,Whole Spices"
791,"Beans,Root Vegetables,Bread,Root Vegetables,Beans,Namkeen,Raw Peanuts,Namkeen,Namkeen"
792,"Namkeen,Brinjals,Gourd & Cucumber,Brinjals,Moong Dal,Other Dals,Whole Spices,Namkeen,Besan,Other Dals,Raw Rice,Namkeen"
793,"Other Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Moong Dal,Urad Dal,Other Dals,Whole Spices,Sunflower Oils,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
794,"Brinjals,Root Vegetables,Beans,Raw Peanuts,Health Drinks,Toor Dal,Jaggery,Raisins,Cashews"
795,"Other Vegetables,Brinjals,Root Vegetables,Whole Spices,Whole Spices,Namkeen,Namkeen,Namkeen,Namkeen,Ice Creams & Desserts,Yogurt & Lassi,Snacky Nuts"
796,"Whole Spices,Whole Spices,Moong Dal,Avalakki / Poha,Raw Peanuts,Sooji & Rava,Urad Dal,Rice Flour,Maida,Organic Masalas & Spices,Jaggery,Other Flours"
797,"Root Vegetables,Whole Spices,Avalakki / Poha,Sooji & Rava,Boiled Rice,Other Rice Products,Sooji & Rava,Ghee,Urad Dal,Shaving Blade & Razors,Other Dals,Organic F&V,Other Dals,Mustard Oils"
798,"Beans,Root Vegetables,Beans,Brinjals,Other Vegetables,Root Vegetables,Banana,Namkeen,Namkeen"
799,"Other Vegetables,Other Vegetables,Moong Dal,Toor Dal,Banana,Brinjals,Other Dals,Cooking Paste,Cooking Paste,Vermicelli,Cooking Paste,Namkeen"
800,"Exotic Vegetables,Whole Spices,Moong Dal,Whole Spices,Banana,Bread,Sugar,Ghee,Almonds,Raisins,Cashews,Whole Spices"
801,"Other Vegetables,Root Vegetables,Beans,Whole Spices,Moong Dal,Moong Dal,Sooji & Rava,Besan,Urad Dal"
802,"Whole Spices,Other Dals,Other Dals,Organic Rice & Rice Products,Raw Rice,Moong Dal,Urad Dal,Glucose, Marie & Milk Biscuits,Sugar,Besan,Sugar,Boiled Rice,Namkeen"
803,"Whole Spices,Shoe Polish,Other Dals,Sunflower Oils,Sugar,Other Dals,Hand Wash,Liquid Soaps & Bars,Whole Spices"
804,"Root Vegetables,Other Vegetables,Root Vegetables,Gourd & Cucumber,Brinjals,Cooking Paste,Banana,Urad Dal,Brinjals,Cooking Paste"
805,"Raw Peanuts,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Moong Dal,Other Dals,Sugar,Sooji & Rava,Jaggery,Sunflower Oils,Mosquito Repellent,Avalakki / Poha,Urad Dal,Health Drinks,Toor Dal"
806,"Other Vegetables,Brinjals,Brinjals,Whole Spices,Namkeen,Whole Spices,Sooji & Rava,Urad Dal,Instant Pastas,Namkeen,Cream Biscuits,Instant Pastas,Snacky Nuts,Namkeen"
807,"Root Vegetables,Root Vegetables,Banana,Exotic Vegetables,Beans,Cooking Sauce,Honey,Organic F&V"
808,"Beans,Root Vegetables,Beans,Other Vegetables,Root Vegetables,Beans,Phenyles & Acids,Agarbatti"
809,"Other Vegetables,Root Vegetables,Exotic Vegetables,Exotic Vegetables,Other Dals,Avalakki / Poha,Sunflower Oils,Sugar,Raw Rice,Raisins,Yogurt & Lassi,Raisins,Curd,Yogurt & Lassi,Snacky Nuts"
810,"Moong Dal,Urad Dal,Whole Spices,Sooji & Rava,Urad Dal,Sugar,Ghee,Namkeen,Sunflower Oils,Other Dals,Toor Dal"
811,"Root Vegetables,Root Vegetables,Beans,Beans,Toor Dal,Moong Dal,Other Dals,Sooji & Rava,Urad Dal,Other Sweets,Raw Rice"
812,"Other Vegetables,Root Vegetables,Other Vegetables,Banana,Toor Dal,Brinjals,Ghee,Urad Dal,Raw Rice,Shaving Blade & Razors"
813,"Root Vegetables,Gourd & Cucumber,Toor Dal,Sugar,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
814,"Other Vegetables,Root Vegetables,Other Vegetables,Root Vegetables,Banana,Cooking Paste,Beans,Mosquito Repellent,Sunflower Oils,Cashews,Raisins,Almonds,Cooking Paste,Organic F&V,Organic F&V"
815,"Sunflower Oils,Brinjals,Toor Dal,Moong Dal,Other Dals,Other Dals,Other Dals,Brinjals,Urad Dal,Other Dals,Sugar,Other Dals,Raw Rice,Other Oils,Boiled Rice,Phenyles & Acids,Other Rice Products"
816,"Root Vegetables,Other Vegetables,Namkeen,Other Vegetables,Root Vegetables,Namkeen,Banana,Namkeen,Brinjals,Namkeen,Snacky Nuts,Chips,Toffee & Candy"
817,"Beans,Sugar,Sooji & Rava,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
818,"Whole Spices,Toor Dal,Whole Spices,Liquid Soaps & Bars,Other Dals,Urad Dal,Sunflower Oils,Boiled Rice"
819,"Beans,Other Vegetables,Root Vegetables,Beans,Brinjals,Brinjals,Other Vegetables,Root Vegetables,Gourd & Cucumber"
820,"Other Vegetables,Gourd & Cucumber,Exotic Vegetables,Bread,Beans,Brinjals,Namkeen,Gourd & Cucumber,Beans,Brinjals,Namkeen,Namkeen,Namkeen"
821,"Ghee,Mosquito Repellent,Shaving Blade & Razors,Instant Noodles,Instant Noodles,Instant Noodles,Liquid Soaps & Bars,Toothpaste"
822,"Other Dals,Raw Rice,Glucose, Marie & Milk Biscuits,Sugar,Besan,Raisins,Cashews,Basmati Rice,Whole Spices,Whole Spices,Whole Spices"
823,"Root Vegetables,Toor Dal,Sunflower Oils,Other Rice Products,Sugar,Other Dals,Boiled Rice,Toor Dal"
824,"Root Vegetables,Raw Peanuts,Other Dals,Whole Spices,Avalakki / Poha,Moong Dal,Raw Rice,Sunflower Oils,Urad Dal,Besan,Other Dals,Sugar,Toor Dal"
825,"Whole Spices,Vermicelli,Health Drinks,Whole Spices,Raw Rice,Urad Dal,Whole Spices,Maida,Besan,Whole Spices,Boiled Rice,Whole Spices,Whole Spices"
826,"Brinjals,Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Other Dals,Gourd & Cucumber,Brinjals"
827,"Whole Spices,Moong Dal,Whole Spices,Other Dals,Namkeen,Whole Spices,Bread,Maida,Raw Rice,Besan,Other Dals,Urad Dal,Glucose, Marie & Milk Biscuits,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Other Dry Fruits"
828,"Beans,Other Vegetables,Brinjals,Brinjals,Root Vegetables,Banana,Moong Dal,Other Dals,Other Dals,Aluminium Foil & Cling Wrap,Urad Dal,Other Dals,Jaggery,Mosquito Repellent"
829,"Other Vegetables,Namkeen,Brinjals,Organic Masalas & Spices,Maida,Other Oils,Cakes,Health Drinks,Other Dals,Organic F&V,Organic F&V,Other Dals"
830,"Bread,Other Vegetables,Banana,Cooking Paste,Sooji & Rava,Beans,Raw Rice,Boiled Rice,Instant Noodles,Namkeen,Organic F&V"
831,"Other Dals,Banana,Raw Rice,Namkeen,Urad Dal,Brinjals,Namkeen,Regular Pasta"
832,"Other Vegetables,Other Vegetables,Other Dals,Moong Dal,Other Dals,Toor Dal,Urad Dal,Glucose, Marie & Milk Biscuits"
833,"Whole Spices,Urad Dal,Whole Spices,Boiled Rice,Urad Dal,Raw Rice,Sunflower Oils,Other Dry Fruits,Toor Dal,Other Dry Fruits"
834,"Other Vegetables,Brinjals,Root Vegetables,Whole Spices,Urad Dal,Raw Rice,Maida,Besan,Basmati Rice"
835,"Whole Spices,Moong Dal,Moong Dal,Whole Spices,Toor Dal,Moong Dal,Sugar,Almonds,Other Dry Fruits,Whole Spices"
836,"Other Vegetables,Root Vegetables,Other Vegetables,Beans,Beans,Raw Peanuts,Moong Dal,Sooji & Rava,Besan,Ghee,Raw Rice,Raisins,Basmati Rice,Glucose, Marie & Milk Biscuits,Ground Coffee"
837,"Namkeen,Other Vegetables,Gourd & Cucumber,Aluminium Foil & Cling Wrap,Beans,Ice Creams & Desserts,Namkeen,Phenyles & Acids,Corn Snacks"
838,"Moong Dal,Raw Rice,Sugar,Whole Spices,Sooji & Rava,Rice Flour,Sunflower Oils,Urad Dal,Jaggery,Mosquito Repellent,Toor Dal"
839,"Root Vegetables,Whole Spices,Whole Spices,Raw Peanuts,Sooji & Rava,Besan,Liquid Soaps & Bars,Liquid Soaps & Bars,Other Dals,Toor Dal,Whole Spices,Whole Spices,Raw Rice,Whole Spices"
840,"Brinjals,Other Vegetables,Root Vegetables,Toor Dal,Beans,Boiled Rice,Raisins,Almonds,Cashews,Namkeen"
841,"Toothpaste,Other Dals,Sooji & Rava,Moong Dal,Avalakki / Poha,Raw Peanuts,Other Dals,Sugar,Sooji & Rava,Other Rice Products,Urad Dal,Phenyles & Acids,Maida,Health Drinks,Toor Dal,Basmati Rice,Whole Spices,Other Dry Fruits"
842,"Other Vegetables,Other Dals,Other Dals,Whole Spices,Beans,Gourd & Cucumber,Toor Dal,Sunflower Oils"
843,"Beans,Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Gourd & Cucumber,Organic F&V,Organic F&V,Organic F&V"
844,"Raw Peanuts,Whole Spices,Moong Dal,Other Dals,Whole Spices,Other Dals,Maida,Jaggery,Mosquito Repellent,Toilet Cleaners,Cashews,Health Drinks,Agarbatti,Whole Spices,Whole Spices,Whole Spices"
845,"Moong Dal,Moong Dal,Other Dals,Raw Rice,Other Rice Products,Urad Dal,Sugar,Urad Dal,Ground Coffee,Avalakki / Poha,Sooji & Rava,Ghee"
846,"Sunflower Oils,Bread,Whole Spices,Moong Dal,Whole Spices,Urad Dal,Instant Pastas,Sugar,Buns & Pavs,Cashews,Other Rice Products,Chilli & Soya Sauces,Other Dals,Phenyles & Acids"
847,"Other Vegetables,Beans,Gourd & Cucumber,Raw Peanuts,Avalakki / Poha,Ghee,Sunflower Oils,Brinjals,Organic F&V,Organic F&V,Toor Dal,Raw Rice"
848,"Raw Peanuts,Moong Dal,Avalakki / Poha,Organic Masalas & Spices,Moong Dal,Organic Masalas & Spices,Raw Rice,Organic Masalas & Spices,Organic Masalas & Spices,Organic Masalas & Spices,Almonds,Other Dry Fruits"
849,"Other Dals,Raw Peanuts,Other Dals,Raw Rice,Sunflower Oils,Sugar,Toor Dal,Phenyles & Acids,Whole Spices"
850,"Whole Spices,Moong Dal,Urad Dal,Other Rice Products,Raw Rice,Sugar,Almonds,Other Dry Fruits,Whole Spices"
851,"Other Vegetables,Beans,Brinjals,Banana,Yogurt & Lassi,Yogurt & Lassi,Yogurt & Lassi,Whole Spices"
852,"Other Vegetables,Ground Coffee,Root Vegetables,Beans,Beans,Whole Spices,Banana,Sugar,Ground Coffee,Jaggery,Cakes,Rasagulla & Gulab Jamun,Yogurt & Lassi,Namkeen,Raw Rice"
853,"Root Vegetables,Brinjals,Root Vegetables,Vermicelli,Moong Dal,Other Dals,Maida,Urad Dal,Other Dals,Sunflower Oils,Toor Dal"
854,"Whole Spices,Moong Dal,Whole Spices,Whole Spices,Sunflower Oils,Sooji & Rava,Other Rice Products,Besan,Other Dals,Cashews,Urad Dal"
855,"Moong Dal,Bread,Organic Masalas & Spices,Organic Masalas & Spices,Sugar,Ghee,Organic Masalas & Spices,Brinjals,Mosquito Repellent,Organic Masalas & Spices,Other Dals,Cream Biscuits,Other Dals"
856,"Whole Spices,Raw Peanuts,Urad Dal,Sooji & Rava,Urad Dal,Boiled Rice,Other Rice Products,Liquid Soaps & Bars,Whole Spices"
857,"Namkeen,Root Vegetables,Banana,Raw Peanuts,Namkeen,Moong Dal,Toor Dal,Aluminium Foil & Cling Wrap,Namkeen"
858,"Other Vegetables,Other Dals,Whole Spices,Moong Dal,Toor Dal,Other Dals,Moong Dal,Other Dals,Urad Dal"
859,"Raw Peanuts,Moong Dal,Other Dals,Whole Spices,Other Dals,Other Dals,Sugar,Besan,Other Dals,Sugar,Mosquito Repellent,Namkeen,Avalakki / Poha,Raisins,Namkeen,Cashews,Phenyles & Acids"
860,"Raw Peanuts,Whole Spices,Moong Dal,Toor Dal,Sooji & Rava,Whole Spices,Sooji & Rava,Buns & Pavs,Almonds,Liquid Soaps & Bars"
861,"Root Vegetables,Whole Spices,Moong Dal,Whole Spices,Moong Dal,Urad Dal,Aluminium Foil & Cling Wrap,Other Dals,Whole Spices"
862,"Exotic Vegetables,Banana,Whole Spices,Bread,Toothpaste,Organic F&V,Organic F&V,Organic F&V"
863,"Beans,Urad Dal,Banana,Health Drinks,Other Rice Products,Sugar,Other Oils,Boiled Rice,Raisins,Instant Noodles,Chilli & Soya Sauces,Phenyles & Acids,Whole Spices"
864,"Other Vegetables,Gourd & Cucumber,Beans,Beans,Gourd & Cucumber,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
865,"Brinjals,Root Vegetables,Gourd & Cucumber,Banana,Whole Spices,Agarbatti,Toor Dal,Whole Spices"
866,"Root Vegetables,Root Vegetables,Shaving Blade & Razors,Diapers & Wipes,Other Dals,Organic F&V,Organic F&V,Agarbatti,Organic F&V"
867,"Raw Peanuts,Whole Spices,Whole Spices,Vermicelli,Avalakki / Poha,Other Dals,Moong Dal,Urad Dal,Whole Spices,Health Drinks,Other Rice Products,Rice Flour,Aluminium Foil & Cling Wrap,Jaggery,Sugar,Mosquito Repellent,Organic Masalas & Spices,Mosquito Repellent,Avalakki / Poha,Raw Rice,Raisins,Cashews,Other Dals,Whole Spices,Whole Spices,Whole Spices"
868,"Other Vegetables,Beans,Brinjals,Other Vegetables,Other Dals,Basmati Rice,Other Dals,Organic F&V"
869,"Bread,Other Vegetables,Brinjals,Other Vegetables,Gourd & Cucumber,Beans,Other Dals,Sooji & Rava,Organic Rice & Rice Products,Maida,Toor Dal,Other Dals"
870,"Gourd & Cucumber,Other Dals,Health Drinks,Namkeen,Moong Dal,Avalakki / Poha,Other Dals,Sugar,Namkeen,Other Dals"
871,"Namkeen,Namkeen,Rice Flour,Maida,Sunflower Oils,Whole Spices,Namkeen,Basmati Rice"
872,"Beans,Brinjals,Whole Spices,Moong Dal,Whole Spices,Raw Peanuts,Raw Rice,Urad Dal,Sugar,Maida,Sooji & Rava,Rice Flour,Other Dals,Sooji & Rava,Ghee,Other Flours,Other Rice Products,Other Dals,Other Dals,Phenyles & Acids,Healthy Snacks,Toor Dal,Other Dals,Whole Spices,Whole Spices"
873,"Ground Coffee,Root Vegetables,Other Vegetables,Root Vegetables,Gourd & Cucumber,Sooji & Rava,Banana,Jaggery,Mosquito Repellent,Mosquito Repellent,Avalakki / Poha,Chips,Namkeen,Namkeen"
874,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Raw Peanuts,Sooji & Rava,Moong Dal,Besan,Other Dals,Sunflower Oils,Hair Oil,Other Dals,Other Dals"
875,"Beans,Root Vegetables,Other Vegetables,Other Vegetables,Exotic Vegetables,Bread,Beans,Gourd & Cucumber,Buns & Pavs,Root Vegetables"
876,"Other Dals,Sooji & Rava,Rice Flour,Besan,Sooji & Rava,Sugar,Cream Biscuits,Organic Masalas & Spices,Whole Spices,Other Dals,Whole Spices"
877,"Other Vegetables,Gourd & Cucumber,Brinjals,Other Dals,Gourd & Cucumber,Toor Dal,Yogurt & Lassi,Yogurt & Lassi,Milk"
878,"Gourd & Cucumber,Namkeen,Whole Spices,Namkeen,Urad Dal,Other Insect Repellent,Chinese Noodles,Whole Spices,Namkeen,Chinese Noodles,Health Drinks,Namkeen"
879,"Other Vegetables,Brinjals,Brinjals,Gourd & Cucumber,Beans,Whole Spices,Sunflower Oils,Whole Spices"
880,"Organic Flours,Avalakki / Poha,Organic Masalas & Spices,Organic Dals & Pulses,Aluminium Foil & Cling Wrap,Other Rice Products,Raw Rice,Other Pooja Needs,Avalakki / Poha,Raisins,Other Insect Repellent,Toor Dal"
881,"Namkeen,Other Dals,Moong Dal,Mosquito Repellent,Other Dry Fruits,Other Dry Fruits,Organic F&V,Namkeen"
882,"Beans,Gourd & Cucumber,Whole Spices,Toor Dal,Moong Dal,Other Dals,Sooji & Rava,Other Dals,Sunflower Oils,Raw Rice,Namkeen,Jaggery,Sugar,Namkeen,Other Dals,Namkeen"
883,"Beans,Basmati Rice,Bread,Root Vegetables,Banana,Moong Dal,Brinjals,Other Dals,Other Dals"
884,"Namkeen,Namkeen,Namkeen,Cream Biscuits,Namkeen,Snacky Nuts,Namkeen,Namkeen"
885,"Beans,Brinjals,Other Vegetables,Gourd & Cucumber,Beans,Beans,Cream Biscuits,Liquid Soaps & Bars"
886,"Root Vegetables,Other Vegetables,Root Vegetables,Banana,Other Dals,Sugar,Cooking Paste,Diapers & Wipes,Other Dals,Organic F&V,Organic F&V"
887,"Other Vegetables,Other Vegetables,Other Dals,Other Dals,Urad Dal,Glucose, Marie & Milk Biscuits,Other Dals,Mustard Oils"
888,"Other Dals,Avalakki / Poha,Sunflower Oils,Sugar,Boiled Rice,Other Rice Products,Phenyles & Acids,Maida,Jaggery,Toor Dal"
889,"Other Vegetables,Gourd & Cucumber,Other Dals,Other Dals,Other Dals,Sugar,Other Dals,Other Dals"
890,"Beans,Other Vegetables,Brinjals,Other Vegetables,Exotic Vegetables,Beans,Ghee,Other Dals"
891,"Other Vegetables,Other Vegetables,Whole Spices,Moong Dal,Other Dals,Whole Spices,Sugar,Root Vegetables"
892,"Beans,Root Vegetables,Exotic Vegetables,Sooji & Rava,Besan,Ghee,Exotic Vegetables,Sugar"
893,"Exotic Vegetables,Exotic Vegetables,Beans,Brinjals,Gourd & Cucumber,Exotic Vegetables,Moong Dal,Moong Dal,Beans,Boiled Rice,Toor Dal"
894,"Bread,Other Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Whole Spices,Namkeen,Whole Spices"
895,"Root Vegetables,Brinjals,Beans,Banana,Whole Spices,Toor Dal,Moong Dal,Glucose, Marie & Milk Biscuits,Organic F&V,Liquid Soaps & Bars"
896,"Whole Spices,Moong Dal,Rice Flour,Other Dals,Urad Dal,Whole Spices,Urad Dal,Besan,Gourd & Cucumber,Avalakki / Poha,Boiled Rice,Toor Dal"
897,"Whole Spices,Whole Spices,Toor Dal,Other Dals,Other Dals,Other Dals,Sugar,Raw Rice,Maida,Urad Dal,Honey,Tomato Ketchup,Shaving Blade & Razors,Almonds,Other Dals,Other Dals"
898,"Brinjals,Other Vegetables,Root Vegetables,Whole Spices,Sunflower Oils,Organic Dals & Pulses,Maida,Whole Spices,Hand Wash,Glucose, Marie & Milk Biscuits,Organic F&V,Organic F&V"
899,"Beans,Brinjals,Banana,Gourd & Cucumber,Whole Spices,Gourd & Cucumber,Other Dals,Buttermilk,Other Dals,Yogurt & Lassi,Whole Spices"
900,"Other Dals,Beans,Raw Rice,Health Drinks,Sugar,Other Oils,Cream Biscuits,Ice Creams & Desserts,Agarbatti"
901,"Moong Dal,Whole Spices,Besan,Aluminium Foil & Cling Wrap,Maida,Other Dals,Other Dals,Mustard Oils"
902,"Other Vegetables,Other Vegetables,Root Vegetables,Exotic Vegetables,Exotic Vegetables,Whole Spices,Exotic Vegetables,Other Dals,Moong Dal,Health Drinks,Sugar,Urad Dal,Exotic Vegetables,Whole Spices,Honey,Other Dals,Other Dals,Toor Dal"
903,"Other Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Ready Baking Mixes,Moong Dal,Sugar,Banana,Gourd & Cucumber,Health Drinks,Besan,Brinjals,Namkeen"
904,"Ground Coffee,Moong Dal,Avalakki / Poha,Raw Peanuts,Sooji & Rava,Urad Dal,Besan,Almonds,Raw Rice,Toor Dal,Other Dry Fruits,Other Dals"
905,"Other Dals,Moong Dal,Whole Spices,Other Dals,Moong Dal,Other Dals,Sooji & Rava,Urad Dal,Cream Biscuits,Namkeen,Instant Noodles,Other Dals,Other Dals"
906,"Exotic Vegetables,Exotic Vegetables,Sooji & Rava,Boiled Rice,Maida,Jaggery,Other Rice Products,Whole Spices,Vermicelli,Regular Pasta,Raw Rice"
907,"Moong Dal,Whole Spices,Whole Spices,Banana,Sugar,Rice Flour,Besan,Maida,Sunflower Oils,Sugar,Phenyles & Acids,Raw Rice,Toor Dal"
908,"Whole Spices,Moong Dal,Other Dals,Raw Rice,Maida,Sugar,Mosquito Repellent,Raisins,Whole Spices"
909,"Other Dals,Moong Dal,Moong Dal,Other Dals,Whole Spices,Toor Dal,Other Dals,Sooji & Rava,Urad Dal,Toor Dal,Sugar,Cashews,Raisins,Agarbatti"
910,"Raw Peanuts,Whole Spices,Toor Dal,Raw Rice,Urad Dal,Maida,Ghee,Sooji & Rava,Other Flours,Jaggery,Boiled Rice,Health Drinks"
911,"Sunflower Oils,Sugar,Namkeen,Namkeen,Namkeen,Namkeen,Organic F&V,Organic F&V"
912,"Other Vegetables,Other Vegetables,Root Vegetables,Toor Dal,Raw Rice,Sunflower Oils,Sugar,Organic F&V"
913,"Beans,Beans,Exotic Vegetables,Beans,Namkeen,Organic F&V,Namkeen,Namkeen"
914,"Beans,Other Vegetables,Root Vegetables,Sooji & Rava,Exotic Vegetables,Moong Dal,Sooji & Rava,Other Dals,Exotic Vegetables,Toor Dal,Exotic Vegetables,Yogurt & Lassi,Yogurt & Lassi"
915,"Root Vegetables,Exotic Vegetables,Exotic Vegetables,Gourd & Cucumber,Moong Dal,Beans,Moong Dal,Sugar,Chinese Noodles,Other Dals,Toor Dal"
916,"Whole Spices,Whole Spices,Whole Spices,Whole Spices,Sooji & Rava,Rice Flour,Liquid Soaps & Bars,Raw Rice,Other Rice Products,Urad Dal,Sugar,Besan,Maida,Ground Coffee,Avalakki / Poha,Cashews"
917,"Root Vegetables,Other Vegetables,Whole Spices,Avalakki / Poha,Raw Rice,Sunflower Oils,Sugar,Mosquito Repellent,Other Insect Repellent,Liquid Detergent"
918,"Other Dals,Urad Dal,Whole Spices,Sooji & Rava,Sooji & Rava,Urad Dal,Sunflower Oils,Sugar,Jaggery,Ghee,Whole Spices"
919,"Toor Dal,Urad Dal,Maida,Sooji & Rava,Besan,Cream Biscuits,Raw Rice,Raisins,Cashews,Whole Spices,Other Pooja Needs"
920,"Whole Spices,Toor Dal,Raw Rice,Sooji & Rava,Other Rice Products,Besan,Other Dals,Urad Dal,Jaggery,Sugar,Sunflower Oils"
